scenario_id,objective,aps_locations,num_q_positive,num_initial_inventory,total_flow,status,q,q_full,initial_inventory,w_full,flow_summary
75,14117789.54918472,"[19, 20, 22]",6,6,2500.0,2,"{(19, 'food'): 10000.0, (19, 'water'): 10000.0, (20, 'food'): 10000.0, (20, 'water'): 10000.0, (22, 'food'): 10000.0, (22, 'water'): 10000.0}","{(19, 'food'): 10000.0, (19, 'water'): 10000.0, (20, 'food'): 10000.0, (20, 'water'): 10000.0, (22, 'food'): 10000.0, (22, 'water'): 10000.0}","{(19, 'food'): 10000.0, (19, 'water'): 10000.0, (20, 'food'): 10000.0, (20, 'water'): 10000.0, (22, 'food'): 10000.0, (22, 'water'): 10000.0}","{(19, 'food', 0): 10000.0, (19, 'food', 1): 5000.0, (19, 'food', 2): 2500.0, (19, 'food', 3): 1250.0, (19, 'food', 4): 625.0, (19, 'food', 5): 312.5, (19, 'water', 0): 10000.0, (19, 'water', 1): 5000.0, (19, 'water', 2): 2500.0, (19, 'water', 3): 0.0, (19, 'water', 4): 0.0, (19, 'water', 5): 0.0, (20, 'food', 0): 10000.0, (20, 'food', 1): 5000.0, (20, 'food', 2): 2500.0, (20, 'food', 3): 1250.0, (20, 'food', 4): 625.0, (20, 'food', 5): 312.5, (20, 'water', 0): 10000.0, (20, 'water', 1): 5000.0, (20, 'water', 2): 2500.0, (20, 'water', 3): 2500.0, (20, 'water', 4): 1250.0, (20, 'water', 5): 625.0, (22, 'food', 0): 10000.0, (22, 'food', 1): 5000.0, (22, 'food', 2): 2500.0, (22, 'food', 3): 1331.7362654076005, (22, 'food', 4): 1331.7362654076005, (22, 'food', 5): 1331.7362654076005, (22, 'water', 0): 10000.0, (22, 'water', 1): 5000.0, (22, 'water', 2): 2500.0, (22, 'water', 3): 1250.0, (22, 'water', 4): 625.0, (22, 'water', 5): 312.5}","{(19, 20): 2500.0}"
76,7443289931.80538,[],0,0,0.0,2,{},"{(30, 'food'): 0.0, (30, 'water'): 0.0, (31, 'food'): 0.0, (31, 'water'): 0.0, (32, 'food'): 0.0, (32, 'water'): 0.0, (33, 'food'): 0.0, (33, 'water'): 0.0, (34, 'food'): 0.0, (34, 'water'): 0.0, (35, 'food'): 0.0, (35, 'water'): 0.0, (36, 'food'): 0.0, (36, 'water'): 0.0, (37, 'food'): 0.0, (37, 'water'): 0.0, (38, 'food'): 0.0, (38, 'water'): 0.0, (40, 'food'): 0.0, (40, 'water'): 0.0}",{},"{(30, 'food', 0): 0.0, (30, 'food', 1): 0.0, (30, 'food', 2): 0.0, (30, 'food', 3): 0.0, (30, 'food', 4): 0.0, (30, 'food', 5): 0.0, (30, 'water', 0): 0.0, (30, 'water', 1): 0.0, (30, 'water', 2): 0.0, (30, 'water', 3): 0.0, (30, 'water', 4): 0.0, (30, 'water', 5): 0.0, (31, 'food', 0): 0.0, (31, 'food', 1): 0.0, (31, 'food', 2): 0.0, (31, 'food', 3): 0.0, (31, 'food', 4): 0.0, (31, 'food', 5): 0.0, (31, 'water', 0): 0.0, (31, 'water', 1): 0.0, (31, 'water', 2): 0.0, (31, 'water', 3): 0.0, (31, 'water', 4): 0.0, (31, 'water', 5): 0.0, (32, 'food', 0): 0.0, (32, 'food', 1): 0.0, (32, 'food', 2): 0.0, (32, 'food', 3): 0.0, (32, 'food', 4): 0.0, (32, 'food', 5): 0.0, (32, 'water', 0): 0.0, (32, 'water', 1): 0.0, (32, 'water', 2): 0.0, (32, 'water', 3): 0.0, (32, 'water', 4): 0.0, (32, 'water', 5): 0.0, (33, 'food', 0): 0.0, (33, 'food', 1): 0.0, (33, 'food', 2): 0.0, (33, 'food', 3): 0.0, (33, 'food', 4): 0.0, (33, 'food', 5): 0.0, (33, 'water', 0): 0.0, (33, 'water', 1): 0.0, (33, 'water', 2): 0.0, (33, 'water', 3): 0.0, (33, 'water', 4): 0.0, (33, 'water', 5): 0.0, (34, 'food', 0): 0.0, (34, 'food', 1): 0.0, (34, 'food', 2): 0.0, (34, 'food', 3): 0.0, (34, 'food', 4): 0.0, (34, 'food', 5): 0.0, (34, 'water', 0): 0.0, (34, 'water', 1): 0.0, (34, 'water', 2): 0.0, (34, 'water', 3): 0.0, (34, 'water', 4): 0.0, (34, 'water', 5): 0.0, (35, 'food', 0): 0.0, (35, 'food', 1): 0.0, (35, 'food', 2): 0.0, (35, 'food', 3): 0.0, (35, 'food', 4): 0.0, (35, 'food', 5): 0.0, (35, 'water', 0): 0.0, (35, 'water', 1): 0.0, (35, 'water', 2): 0.0, (35, 'water', 3): 0.0, (35, 'water', 4): 0.0, (35, 'water', 5): 0.0, (36, 'food', 0): 0.0, (36, 'food', 1): 0.0, (36, 'food', 2): 0.0, (36, 'food', 3): 0.0, (36, 'food', 4): 0.0, (36, 'food', 5): 0.0, (36, 'water', 0): 0.0, (36, 'water', 1): 0.0, (36, 'water', 2): 0.0, (36, 'water', 3): 0.0, (36, 'water', 4): 0.0, (36, 'water', 5): 0.0, (37, 'food', 0): 0.0, (37, 'food', 1): 0.0, (37, 'food', 2): 0.0, (37, 'food', 3): 0.0, (37, 'food', 4): 0.0, (37, 'food', 5): 0.0, (37, 'water', 0): 0.0, (37, 'water', 1): 0.0, (37, 'water', 2): 0.0, (37, 'water', 3): 0.0, (37, 'water', 4): 0.0, (37, 'water', 5): 0.0, (38, 'food', 0): 0.0, (38, 'food', 1): 0.0, (38, 'food', 2): 0.0, (38, 'food', 3): 0.0, (38, 'food', 4): 0.0, (38, 'food', 5): 0.0, (38, 'water', 0): 0.0, (38, 'water', 1): 0.0, (38, 'water', 2): 0.0, (38, 'water', 3): 0.0, (38, 'water', 4): 0.0, (38, 'water', 5): 0.0, (40, 'food', 0): 0.0, (40, 'food', 1): 0.0, (40, 'food', 2): 0.0, (40, 'food', 3): 0.0, (40, 'food', 4): 0.0, (40, 'food', 5): 0.0, (40, 'water', 0): 0.0, (40, 'water', 1): 0.0, (40, 'water', 2): 0.0, (40, 'water', 3): 0.0, (40, 'water', 4): 0.0, (40, 'water', 5): 0.0}",{}
77,31112101.427859172,"[16, 17, 18]",6,6,5000.0,2,"{(16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(16, 'food', 0): 10000.0, (16, 'food', 1): 5000.0, (16, 'food', 2): 2500.0, (16, 'food', 3): 1250.0, (16, 'food', 4): 0.0, (16, 'food', 5): 0.0, (16, 'water', 0): 10000.0, (16, 'water', 1): 5000.0, (16, 'water', 2): 2500.0, (16, 'water', 3): 1250.0, (16, 'water', 4): 0.0, (16, 'water', 5): 0.0, (17, 'food', 0): 10000.0, (17, 'food', 1): 5000.0, (17, 'food', 2): 2500.0, (17, 'food', 3): 1250.0, (17, 'food', 4): 1250.0, (17, 'food', 5): 625.0, (17, 'water', 0): 10000.0, (17, 'water', 1): 5000.0, (17, 'water', 2): 2500.0, (17, 'water', 3): 0.0, (17, 'water', 4): 0.0, (17, 'water', 5): 0.0, (18, 'food', 0): 10000.0, (18, 'food', 1): 5000.0, (18, 'food', 2): 2500.0, (18, 'food', 3): 1250.0, (18, 'food', 4): 625.0, (18, 'food', 5): 312.5, (18, 'water', 0): 10000.0, (18, 'water', 1): 5000.0, (18, 'water', 2): 2500.0, (18, 'water', 3): 2500.0, (18, 'water', 4): 1875.0, (18, 'water', 5): 937.5}","{(16, 17): 1250.0, (16, 18): 1250.0, (17, 18): 2500.0}"
78,21883067.964673474,"[19, 20, 21, 22]",8,8,11240.0,2,"{(19, 'food'): 10000.0, (19, 'water'): 10000.0, (20, 'food'): 10000.0, (20, 'water'): 10000.0, (21, 'food'): 10000.0, (21, 'water'): 10000.0, (22, 'food'): 10000.0, (22, 'water'): 10000.0}","{(19, 'food'): 10000.0, (19, 'water'): 10000.0, (20, 'food'): 10000.0, (20, 'water'): 10000.0, (21, 'food'): 10000.0, (21, 'water'): 10000.0, (22, 'food'): 10000.0, (22, 'water'): 10000.0}","{(19, 'food'): 10000.0, (19, 'water'): 10000.0, (20, 'food'): 10000.0, (20, 'water'): 10000.0, (21, 'food'): 10000.0, (21, 'water'): 10000.0, (22, 'food'): 10000.0, (22, 'water'): 10000.0}","{(19, 'food', 0): 10000.0, (19, 'food', 1): 5000.0, (19, 'food', 2): 2500.0, (19, 'food', 3): 1250.0, (19, 'food', 4): 625.0, (19, 'food', 5): 312.5, (19, 'water', 0): 10000.0, (19, 'water', 1): 5.714285714285714, (19, 'water', 2): 2.857142857142857, (19, 'water', 3): 1.4285714285714286, (19, 'water', 4): 0.0, (19, 'water', 5): 0.0, (20, 'food', 0): 10000.0, (20, 'food', 1): 5000.0, (20, 'food', 2): 2500.0, (20, 'food', 3): 1250.0, (20, 'food', 4): 625.0, (20, 'food', 5): 312.5, (20, 'water', 0): 10000.0, (20, 'water', 1): 5000.0, (20, 'water', 2): 2500.0, (20, 'water', 3): 1250.0, (20, 'water', 4): 625.7142857142857, (20, 'water', 5): 312.85714285714283, (21, 'food', 0): 10000.0, (21, 'food', 1): 5000.0, (21, 'food', 2): 2500.0, (21, 'food', 3): 1250.0, (21, 'food', 4): 625.0, (21, 'food', 5): 312.5, (21, 'water', 0): 10000.0, (21, 'water', 1): 5000.0, (21, 'water', 2): 2500.0, (21, 'water', 3): 1250.0, (21, 'water', 4): 0.0, (21, 'water', 5): 0.0, (22, 'food', 0): 10000.0, (22, 'food', 1): 5000.0, (22, 'food', 2): 2500.0, (22, 'food', 3): 1250.0, (22, 'food', 4): 625.0, (22, 'food', 5): 312.5, (22, 'water', 0): 10000.0, (22, 'water', 1): 9994.285714285714, (22, 'water', 2): 4997.142857142857, (22, 'water', 3): 2498.5714285714284, (22, 'water', 4): 1874.2857142857142, (22, 'water', 5): 937.1428571428571}","{(19, 20): 1.4285714285714286, (19, 22): 9988.57142857143, (21, 22): 1250.0}"
79,2939214623.2160993,"[25, 26, 27, 31, 38]",10,10,25017.41935483871,2,"{(25, 'food'): 10000.0, (25, 'water'): 10000.0, (26, 'food'): 10000.0, (26, 'water'): 10000.0, (27, 'food'): 10000.0, (27, 'water'): 10000.0, (31, 'food'): 10000.0, (31, 'water'): 10000.0, (38, 'food'): 10000.0, (38, 'water'): 10000.0}","{(25, 'food'): 10000.0, (25, 'water'): 10000.0, (26, 'food'): 10000.0, (26, 'water'): 10000.0, (27, 'food'): 10000.0, (27, 'water'): 10000.0, (30, 'food'): 0.0, (30, 'water'): 0.0, (31, 'food'): 10000.0, (31, 'water'): 10000.0, (38, 'food'): 10000.0, (38, 'water'): 10000.0}","{(25, 'food'): 10000.0, (25, 'water'): 10000.0, (26, 'food'): 10000.0, (26, 'water'): 10000.0, (27, 'food'): 10000.0, (27, 'water'): 10000.0, (31, 'food'): 10000.0, (31, 'water'): 10000.0, (38, 'food'): 10000.0, (38, 'water'): 10000.0}","{(25, 'food', 0): 10000.0, (25, 'food', 1): 5000.0, (25, 'food', 2): 2500.0, (25, 'food', 3): 1250.0, (25, 'food', 4): 625.0, (25, 'food', 5): 312.5, (25, 'water', 0): 10000.0, (25, 'water', 1): 4994.8387096774195, (25, 'water', 2): 2497.4193548387098, (25, 'water', 3): 1248.7096774193549, (25, 'water', 4): 624.3548387096774, (25, 'water', 5): 312.1774193548387, (26, 'food', 0): 10000.0, (26, 'food', 1): 5.161290322580645, (26, 'food', 2): 2.5806451612903225, (26, 'food', 3): 1.2903225806451613, (26, 'food', 4): 0.6451612903225806, (26, 'food', 5): 0.3225806451612903, (26, 'water', 0): 10000.0, (26, 'water', 1): 5000.0, (26, 'water', 2): 2500.0, (26, 'water', 3): 1250.0, (26, 'water', 4): 625.0, (26, 'water', 5): 312.5, (27, 'food', 0): 10000.0, (27, 'food', 1): 9994.838709677419, (27, 'food', 2): 4997.419354838709, (27, 'food', 3): 0.0, (27, 'food', 4): 0.0, (27, 'food', 5): 0.0, (27, 'water', 0): 10000.0, (27, 'water', 1): 5000.0, (27, 'water', 2): 2500.0, (27, 'water', 3): 1250.0, (27, 'water', 4): 625.0, (27, 'water', 5): 312.5, (30, 'food', 0): 0.0, (30, 'food', 1): 0.0, (30, 'food', 2): 0.0, (30, 'food', 3): 2498.7096774193546, (30, 'food', 4): 1249.3548387096773, (30, 'food', 5): 614.6774193548387, (30, 'water', 0): 0.0, (30, 'water', 1): 5.161290322580645, (30, 'water', 2): 2.5806451612903225, (30, 'water', 3): 1.2903225806451613, (30, 'water', 4): 0.6451612903225806, (30, 'water', 5): 0.3225806451612903, (31, 'food', 0): 10000.0, (31, 'food', 1): 0.0, (31, 'food', 2): 0.0, (31, 'food', 3): 0.0, (31, 'food', 4): 0.0, (31, 'food', 5): 10.0, (31, 'water', 0): 10000.0, (31, 'water', 1): 5000.0, (31, 'water', 2): 2500.0, (31, 'water', 3): 1250.0, (31, 'water', 4): 625.0, (31, 'water', 5): 312.5, (38, 'food', 0): 10000.0, (38, 'food', 1): 10000.0, (38, 'food', 2): 5000.0, (38, 'food', 3): 2500.0, (38, 'food', 4): 1250.0, (38, 'food', 5): 625.0, (38, 'water', 0): 10000.0, (38, 'water', 1): 5000.0, (38, 'water', 2): 2500.0, (38, 'water', 3): 1250.0, (38, 'water', 4): 625.0, (38, 'water', 5): 312.5}","{(25, 30): 10.32258064516129, (26, 27): 9989.677419354837, (27, 30): 4997.419354838709, (30, 31): 20.0, (31, 38): 10000.0}"
80,5505498012.613908,[],0,0,0.0,2,{},"{(30, 'food'): 0.0, (30, 'water'): 0.0, (31, 'food'): 0.0, (31, 'water'): 0.0, (32, 'food'): 0.0, (32, 'water'): 0.0, (33, 'food'): 0.0, (33, 'water'): 0.0, (34, 'food'): 0.0, (34, 'water'): 0.0, (35, 'food'): 0.0, (35, 'water'): 0.0, (36, 'food'): 0.0, (36, 'water'): 0.0, (37, 'food'): 0.0, (37, 'water'): 0.0, (38, 'food'): 0.0, (38, 'water'): 0.0, (40, 'food'): 0.0, (40, 'water'): 0.0}",{},"{(30, 'food', 0): 0.0, (30, 'food', 1): 0.0, (30, 'food', 2): 0.0, (30, 'food', 3): 0.0, (30, 'food', 4): 0.0, (30, 'food', 5): 0.0, (30, 'water', 0): 0.0, (30, 'water', 1): 0.0, (30, 'water', 2): 0.0, (30, 'water', 3): 0.0, (30, 'water', 4): 0.0, (30, 'water', 5): 0.0, (31, 'food', 0): 0.0, (31, 'food', 1): 0.0, (31, 'food', 2): 0.0, (31, 'food', 3): 0.0, (31, 'food', 4): 0.0, (31, 'food', 5): 0.0, (31, 'water', 0): 0.0, (31, 'water', 1): 0.0, (31, 'water', 2): 0.0, (31, 'water', 3): 0.0, (31, 'water', 4): 0.0, (31, 'water', 5): 0.0, (32, 'food', 0): 0.0, (32, 'food', 1): 0.0, (32, 'food', 2): 0.0, (32, 'food', 3): 0.0, (32, 'food', 4): 0.0, (32, 'food', 5): 0.0, (32, 'water', 0): 0.0, (32, 'water', 1): 0.0, (32, 'water', 2): 0.0, (32, 'water', 3): 0.0, (32, 'water', 4): 0.0, (32, 'water', 5): 0.0, (33, 'food', 0): 0.0, (33, 'food', 1): 0.0, (33, 'food', 2): 0.0, (33, 'food', 3): 0.0, (33, 'food', 4): 0.0, (33, 'food', 5): 0.0, (33, 'water', 0): 0.0, (33, 'water', 1): 0.0, (33, 'water', 2): 0.0, (33, 'water', 3): 0.0, (33, 'water', 4): 0.0, (33, 'water', 5): 0.0, (34, 'food', 0): 0.0, (34, 'food', 1): 0.0, (34, 'food', 2): 0.0, (34, 'food', 3): 0.0, (34, 'food', 4): 0.0, (34, 'food', 5): 0.0, (34, 'water', 0): 0.0, (34, 'water', 1): 0.0, (34, 'water', 2): 0.0, (34, 'water', 3): 0.0, (34, 'water', 4): 0.0, (34, 'water', 5): 0.0, (35, 'food', 0): 0.0, (35, 'food', 1): 0.0, (35, 'food', 2): 0.0, (35, 'food', 3): 0.0, (35, 'food', 4): 0.0, (35, 'food', 5): 0.0, (35, 'water', 0): 0.0, (35, 'water', 1): 0.0, (35, 'water', 2): 0.0, (35, 'water', 3): 0.0, (35, 'water', 4): 0.0, (35, 'water', 5): 0.0, (36, 'food', 0): 0.0, (36, 'food', 1): 0.0, (36, 'food', 2): 0.0, (36, 'food', 3): 0.0, (36, 'food', 4): 0.0, (36, 'food', 5): 0.0, (36, 'water', 0): 0.0, (36, 'water', 1): 0.0, (36, 'water', 2): 0.0, (36, 'water', 3): 0.0, (36, 'water', 4): 0.0, (36, 'water', 5): 0.0, (37, 'food', 0): 0.0, (37, 'food', 1): 0.0, (37, 'food', 2): 0.0, (37, 'food', 3): 0.0, (37, 'food', 4): 0.0, (37, 'food', 5): 0.0, (37, 'water', 0): 0.0, (37, 'water', 1): 0.0, (37, 'water', 2): 0.0, (37, 'water', 3): 0.0, (37, 'water', 4): 0.0, (37, 'water', 5): 0.0, (38, 'food', 0): 0.0, (38, 'food', 1): 0.0, (38, 'food', 2): 0.0, (38, 'food', 3): 0.0, (38, 'food', 4): 0.0, (38, 'food', 5): 0.0, (38, 'water', 0): 0.0, (38, 'water', 1): 0.0, (38, 'water', 2): 0.0, (38, 'water', 3): 0.0, (38, 'water', 4): 0.0, (38, 'water', 5): 0.0, (40, 'food', 0): 0.0, (40, 'food', 1): 0.0, (40, 'food', 2): 0.0, (40, 'food', 3): 0.0, (40, 'food', 4): 0.0, (40, 'food', 5): 0.0, (40, 'water', 0): 0.0, (40, 'water', 1): 0.0, (40, 'water', 2): 0.0, (40, 'water', 3): 0.0, (40, 'water', 4): 0.0, (40, 'water', 5): 0.0}",{}
81,139329003.5368657,"[14, 23, 24]",6,6,13739.677419354839,2,"{(14, 'food'): 10000.0, (14, 'water'): 10000.0, (23, 'food'): 10000.0, (23, 'water'): 10000.0, (24, 'food'): 10000.0, (24, 'water'): 10000.0}","{(14, 'food'): 10000.0, (14, 'water'): 10000.0, (23, 'food'): 10000.0, (23, 'water'): 10000.0, (24, 'food'): 10000.0, (24, 'water'): 10000.0}","{(14, 'food'): 10000.0, (14, 'water'): 10000.0, (23, 'food'): 10000.0, (23, 'water'): 10000.0, (24, 'food'): 10000.0, (24, 'water'): 10000.0}","{(14, 'food', 0): 10000.0, (14, 'food', 1): 5.161290322580645, (14, 'food', 2): 2.5806451612903225, (14, 'food', 3): 1.2903225806451613, (14, 'food', 4): 0.6451612903225806, (14, 'food', 5): 0.3225806451612903, (14, 'water', 0): 10000.0, (14, 'water', 1): 5000.0, (14, 'water', 2): 2500.0, (14, 'water', 3): 1250.0, (14, 'water', 4): 0.0, (14, 'water', 5): 0.0, (23, 'food', 0): 10000.0, (23, 'food', 1): 5000.0, (23, 'food', 2): 2500.0, (23, 'food', 3): 1250.0, (23, 'food', 4): 625.0, (23, 'food', 5): 312.5, (23, 'water', 0): 10000.0, (23, 'water', 1): 5000.0, (23, 'water', 2): 2500.0, (23, 'water', 3): 0.0, (23, 'water', 4): 0.0, (23, 'water', 5): 0.0, (24, 'food', 0): 10000.0, (24, 'food', 1): 9994.83870967742, (24, 'food', 2): 4997.419354838709, (24, 'food', 3): 2498.7096774193546, (24, 'food', 4): 1249.3548387096773, (24, 'food', 5): 624.6774193548387, (24, 'water', 0): 10000.0, (24, 'water', 1): 5000.0, (24, 'water', 2): 2500.0, (24, 'water', 3): 2500.0, (24, 'water', 4): 1875.0, (24, 'water', 5): 937.5}","{(14, 24): 11239.677419354839, (23, 24): 2500.0}"
82,18236215.53519949,"[19, 20, 22]",6,6,9989.677419354837,2,"{(19, 'food'): 10000.0, (19, 'water'): 10000.0, (20, 'food'): 10000.0, (20, 'water'): 10000.0, (22, 'food'): 10000.0, (22, 'water'): 10000.0}","{(19, 'food'): 10000.0, (19, 'water'): 10000.0, (20, 'food'): 10000.0, (20, 'water'): 10000.0, (22, 'food'): 10000.0, (22, 'water'): 10000.0}","{(19, 'food'): 10000.0, (19, 'water'): 10000.0, (20, 'food'): 10000.0, (20, 'water'): 10000.0, (22, 'food'): 10000.0, (22, 'water'): 10000.0}","{(19, 'food', 0): 10000.0, (19, 'food', 1): 5000.0, (19, 'food', 2): 2500.0, (19, 'food', 3): 1250.0, (19, 'food', 4): 625.0, (19, 'food', 5): 312.5, (19, 'water', 0): 10000.0, (19, 'water', 1): 5.161290322580645, (19, 'water', 2): 2.5806451612903225, (19, 'water', 3): 1.2903225806451613, (19, 'water', 4): 0.6451612903225806, (19, 'water', 5): 0.3225806451612903, (20, 'food', 0): 10000.0, (20, 'food', 1): 5000.0, (20, 'food', 2): 2500.0, (20, 'food', 3): 1250.0, (20, 'food', 4): 625.0, (20, 'food', 5): 312.5, (20, 'water', 0): 10000.0, (20, 'water', 1): 9994.838709677419, (20, 'water', 2): 4997.419354838709, (20, 'water', 3): 2498.7096774193546, (20, 'water', 4): 1249.3548387096773, (20, 'water', 5): 624.6774193548387, (22, 'food', 0): 10000.0, (22, 'food', 1): 5000.0, (22, 'food', 2): 2500.0, (22, 'food', 3): 1250.0, (22, 'food', 4): 625.0, (22, 'food', 5): 312.5, (22, 'water', 0): 10000.0, (22, 'water', 1): 5000.0, (22, 'water', 2): 2500.0, (22, 'water', 3): 1250.0, (22, 'water', 4): 625.0, (22, 'water', 5): 312.5}","{(19, 20): 9989.677419354837}"
83,2670069260.210087,"[6, 7, 10]",6,6,7500.0,2,"{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food', 0): 10000.0, (6, 'food', 1): 5000.0, (6, 'food', 2): 2500.0, (6, 'food', 3): 1250.0, (6, 'food', 4): 0.0, (6, 'food', 5): 0.0, (6, 'water', 0): 10000.0, (6, 'water', 1): 5000.0, (6, 'water', 2): 2500.0, (6, 'water', 3): 1250.0, (6, 'water', 4): 0.0, (6, 'water', 5): 0.0, (7, 'food', 0): 10000.0, (7, 'food', 1): 5000.0, (7, 'food', 2): 2500.0, (7, 'food', 3): 0.0, (7, 'food', 4): 0.0, (7, 'food', 5): 0.0, (7, 'water', 0): 10000.0, (7, 'water', 1): 5000.0, (7, 'water', 2): 2500.0, (7, 'water', 3): 0.0, (7, 'water', 4): 0.0, (7, 'water', 5): 0.0, (10, 'food', 0): 10000.0, (10, 'food', 1): 5000.0, (10, 'food', 2): 2500.0, (10, 'food', 3): 2500.0, (10, 'food', 4): 1875.0, (10, 'food', 5): 937.5, (10, 'water', 0): 10000.0, (10, 'water', 1): 5000.0, (10, 'water', 2): 2500.0, (10, 'water', 3): 2500.0, (10, 'water', 4): 1875.0, (10, 'water', 5): 937.5}","{(6, 10): 2500.0, (7, 10): 5000.0}"
84,6232301945.244975,"[33, 34, 35, 36, 38]",10,10,61188.06451612902,2,"{(33, 'food'): 10000.0, (33, 'water'): 10000.0, (34, 'food'): 10000.0, (34, 'water'): 10000.0, (35, 'food'): 10000.0, (35, 'water'): 10000.0, (36, 'food'): 10000.0, (36, 'water'): 10000.0, (38, 'food'): 10000.0, (38, 'water'): 10000.0}","{(33, 'food'): 10000.0, (33, 'water'): 10000.0, (34, 'food'): 10000.0, (34, 'water'): 10000.0, (35, 'food'): 10000.0, (35, 'water'): 10000.0, (36, 'food'): 10000.0, (36, 'water'): 10000.0, (38, 'food'): 10000.0, (38, 'water'): 10000.0}","{(33, 'food'): 10000.0, (33, 'water'): 10000.0, (34, 'food'): 10000.0, (34, 'water'): 10000.0, (35, 'food'): 10000.0, (35, 'water'): 10000.0, (36, 'food'): 10000.0, (36, 'water'): 10000.0, (38, 'food'): 10000.0, (38, 'water'): 10000.0}","{(33, 'food', 0): 10000.0, (33, 'food', 1): 5.161290322580645, (33, 'food', 2): 2.5806451612903225, (33, 'food', 3): 1.2903225806451613, (33, 'food', 4): 0.6451612903225806, (33, 'food', 5): 0.3225806451612903, (33, 'water', 0): 10000.0, (33, 'water', 1): 5.161290322580645, (33, 'water', 2): 2.5806451612903225, (33, 'water', 3): 1.2903225806451613, (33, 'water', 4): 0.6451612903225806, (33, 'water', 5): 0.3225806451612903, (34, 'food', 0): 10000.0, (34, 'food', 1): 5000.0, (34, 'food', 2): 2500.0, (34, 'food', 3): 1250.0, (34, 'food', 4): 625.0, (34, 'food', 5): 312.5, (34, 'water', 0): 10000.0, (34, 'water', 1): 5000.0, (34, 'water', 2): 2500.0, (34, 'water', 3): 1250.0, (34, 'water', 4): 625.0, (34, 'water', 5): 312.5, (35, 'food', 0): 10000.0, (35, 'food', 1): 5000.0, (35, 'food', 2): 2500.0, (35, 'food', 3): 1250.0, (35, 'food', 4): 625.0, (35, 'food', 5): 0.0, (35, 'water', 0): 10000.0, (35, 'water', 1): 5000.0, (35, 'water', 2): 2500.0, (35, 'water', 3): 1250.0, (35, 'water', 4): 625.0, (35, 'water', 5): 0.0, (36, 'food', 0): 10000.0, (36, 'food', 1): 5.161290322580645, (36, 'food', 2): 2.5806451612903225, (36, 'food', 3): 1.2903225806451613, (36, 'food', 4): 0.6451612903225806, (36, 'food', 5): 0.3225806451612903, (36, 'water', 0): 10000.0, (36, 'water', 1): 5.161290322580645, (36, 'water', 2): 2.5806451612903225, (36, 'water', 3): 1.2903225806451613, (36, 'water', 4): 0.6451612903225806, (36, 'water', 5): 0.3225806451612903, (38, 'food', 0): 10000.0, (38, 'food', 1): 14989.677419354837, (38, 'food', 2): 7494.838709677419, (38, 'food', 3): 3747.4193548387093, (38, 'food', 4): 1873.7096774193546, (38, 'food', 5): 1249.3548387096773, (38, 'water', 0): 10000.0, (38, 'water', 1): 14989.677419354837, (38, 'water', 2): 7494.838709677419, (38, 'water', 3): 3747.4193548387093, (38, 'water', 4): 1873.7096774193546, (38, 'water', 5): 1249.3548387096773}","{(33, 36): 19979.354838709674, (35, 38): 1250.0, (36, 38): 39958.70967741935}"
85,522771948.9773507,"[11, 12]",4,4,10000.0,2,"{(11, 'food'): 10000.0, (11, 'water'): 10000.0, (12, 'food'): 10000.0, (12, 'water'): 10000.0}","{(11, 'food'): 10000.0, (11, 'water'): 10000.0, (12, 'food'): 10000.0, (12, 'water'): 10000.0}","{(11, 'food'): 10000.0, (11, 'water'): 10000.0, (12, 'food'): 10000.0, (12, 'water'): 10000.0}","{(11, 'food', 0): 10000.0, (11, 'food', 1): 5000.0, (11, 'food', 2): 0.0, (11, 'food', 3): 0.0, (11, 'food', 4): 0.0, (11, 'food', 5): 0.0, (11, 'water', 0): 10000.0, (11, 'water', 1): 5000.0, (11, 'water', 2): 0.0, (11, 'water', 3): 0.0, (11, 'water', 4): 0.0, (11, 'water', 5): 0.0, (12, 'food', 0): 10000.0, (12, 'food', 1): 5000.0, (12, 'food', 2): 5000.0, (12, 'food', 3): 2500.0, (12, 'food', 4): 1250.0, (12, 'food', 5): 625.0, (12, 'water', 0): 10000.0, (12, 'water', 1): 5000.0, (12, 'water', 2): 5000.0, (12, 'water', 3): 2500.0, (12, 'water', 4): 1250.0, (12, 'water', 5): 625.0}","{(11, 12): 10000.0}"
